Date,CountrySubArea,CountrySubAreaUnit,Quantity
2015 03,North,"Municipalities (Tianjin, Shanghai)",8520
2015 04,North,"Municipalities (Tianjin, Shanghai)",9100
2015 05,North,"Municipalities (Tianjin, Shanghai)",9110
2015 06,North,"Municipalities (Tianjin, Shanghai)",9270
2015 07,North,"Municipalities (Tianjin, Shanghai)",8800
2015 08,North,"Municipalities (Tianjin, Shanghai)",9160
2015 09,North,"Municipalities (Tianjin, Shanghai)",9160
2015 10,North,"Municipalities (Tianjin, Shanghai)",10010
2015 11,North,"Municipalities (Tianjin, Shanghai)",9920
2015 12,North,"Municipalities (Tianjin, Shanghai)",10100
2015 13,North,"Municipalities (Tianjin, Shanghai)",10450
2015 14,North,"Municipalities (Tianjin, Shanghai)",10500
2015 15,North,"Municipalities (Tianjin, Shanghai)",10100
2015 16,North,"Municipalities (Tianjin, Shanghai)",9710
2015 17,North,"Municipalities (Tianjin, Shanghai)",9500
2015 18,North,"Municipalities (Tianjin, Shanghai)",8960
2015 19,North,"Municipalities (Tianjin, Shanghai)",7830
2015 20,North,"Municipalities (Tianjin, Shanghai)",7460
2015 21,North,"Municipalities (Tianjin, Shanghai)",6540
2015 22,North,"Municipalities (Tianjin, Shanghai)",6570
2015 23,North,"Municipalities (Tianjin, Shanghai)",6420
2015 24,North,"Municipalities (Tianjin, Shanghai)",6700
2015 25,North,"Municipalities (Tianjin, Shanghai)",6910
2015 26,North,"Municipalities (Tianjin, Shanghai)",7190
2015 27,North,"Municipalities (Tianjin, Shanghai)",7510
2015 28,North,"Municipalities (Tianjin, Shanghai)",7860
2015 29,North,"Municipalities (Tianjin, Shanghai)",7560
2015 30,North,"Municipalities (Tianjin, Shanghai)",7390
2015 31,North,"Municipalities (Tianjin, Shanghai)",7780
2015 32,North,"Municipalities (Tianjin, Shanghai)",8100
2015 33,North,"Municipalities (Tianjin, Shanghai)",8060
2015 34,North,"Municipalities (Tianjin, Shanghai)",7950
2015 35,North,"Municipalities (Tianjin, Shanghai)",7680
2015 36,North,"Municipalities (Tianjin, Shanghai)",8030
2015 37,North,"Municipalities (Tianjin, Shanghai)",7870
2015 38,North,"Municipalities (Tianjin, Shanghai)",7980
2015 39,North,"Municipalities (Tianjin, Shanghai)",7820
2015 40,North,"Municipalities (Tianjin, Shanghai)",6260
2015 41,North,"Municipalities (Tianjin, Shanghai)",6260
2015 42,North,"Municipalities (Tianjin, Shanghai)",6940
2015 43,North,"Municipalities (Tianjin, Shanghai)",6950
2015 44,North,"Municipalities (Tianjin, Shanghai)",7290
2015 45,North,"Municipalities (Tianjin, Shanghai)",7750
2015 46,North,"Municipalities (Tianjin, Shanghai)",8590
2015 47,North,"Municipalities (Tianjin, Shanghai)",8510
2015 48,North,"Municipalities (Tianjin, Shanghai)",8890
2015 49,North,"Municipalities (Tianjin, Shanghai)",9130
2015 50,North,"Municipalities (Tianjin, Shanghai)",9470
2015 51,North,"Municipalities (Tianjin, Shanghai)",8740
2015 52,North,"Municipalities (Tianjin, Shanghai)",9230
2015 53,North,"Municipalities (Tianjin, Shanghai)",8630
2016 01,North,"Municipalities (Tianjin, Shanghai)",8260
2016 02,North,"Municipalities (Tianjin, Shanghai)",8240
2016 03,North,"Municipalities (Tianjin, Shanghai)",8440
2016 04,North,"Municipalities (Tianjin, Shanghai)",8010
2016 05,North,"Municipalities (Tianjin, Shanghai)",8160
2016 06,North,"Municipalities (Tianjin, Shanghai)",8650
2016 07,North,"Municipalities (Tianjin, Shanghai)",8810
2016 08,North,"Municipalities (Tianjin, Shanghai)",9460
2016 09,North,"Municipalities (Tianjin, Shanghai)",9740
2016 10,North,"Municipalities (Tianjin, Shanghai)",10060
2016 11,North,"Municipalities (Tianjin, Shanghai)",10240
2016 12,North,"Municipalities (Tianjin, Shanghai)",10140
2016 13,North,"Municipalities (Tianjin, Shanghai)",9740
2016 14,North,"Municipalities (Tianjin, Shanghai)",9030
2016 15,North,"Municipalities (Tianjin, Shanghai)",8820
2016 16,North,"Municipalities (Tianjin, Shanghai)",8570
2016 17,North,"Municipalities (Tianjin, Shanghai)",8760
2016 18,North,"Municipalities (Tianjin, Shanghai)",8500
2016 19,North,"Municipalities (Tianjin, Shanghai)",8160
2016 20,North,"Municipalities (Tianjin, Shanghai)",8280
2016 21,North,"Municipalities (Tianjin, Shanghai)",8420
2016 22,North,"Municipalities (Tianjin, Shanghai)",8800
2016 23,North,"Municipalities (Tianjin, Shanghai)",8630
2016 24,North,"Municipalities (Tianjin, Shanghai)",8800
2016 25,North,"Municipalities (Tianjin, Shanghai)",9270
2016 26,North,"Municipalities (Tianjin, Shanghai)",8910
2016 27,North,"Municipalities (Tianjin, Shanghai)",8850
2016 28,North,"Municipalities (Tianjin, Shanghai)",9480
2016 29,North,"Municipalities (Tianjin, Shanghai)",9530
2016 30,North,"Municipalities (Tianjin, Shanghai)",9830
2016 31,North,"Municipalities (Tianjin, Shanghai)",9590
2016 32,North,"Municipalities (Tianjin, Shanghai)",9570
2016 33,North,"Municipalities (Tianjin, Shanghai)",10250
2016 34,North,"Municipalities (Tianjin, Shanghai)",10600
2016 35,North,"Municipalities (Tianjin, Shanghai)",10290
2016 36,North,"Municipalities (Tianjin, Shanghai)",10410
2016 37,North,"Municipalities (Tianjin, Shanghai)",10490
2016 38,North,"Municipalities (Tianjin, Shanghai)",10240
2016 39,North,"Municipalities (Tianjin, Shanghai)",10050
2016 40,North,"Municipalities (Tianjin, Shanghai)",9880
2016 41,North,"Municipalities (Tianjin, Shanghai)",9790
2016 42,North,"Municipalities (Tianjin, Shanghai)",10870
2016 43,North,"Municipalities (Tianjin, Shanghai)",10870
2016 44,North,"Municipalities (Tianjin, Shanghai)",10660
2016 45,North,"Municipalities (Tianjin, Shanghai)",10680
2016 46,North,"Municipalities (Tianjin, Shanghai)",10740
2016 47,North,"Municipalities (Tianjin, Shanghai)",10300
2016 48,North,"Municipalities (Tianjin, Shanghai)",9740
2016 49,North,"Municipalities (Tianjin, Shanghai)",9920
2016 50,North,"Municipalities (Tianjin, Shanghai)",10020
2016 51,North,"Municipalities (Tianjin, Shanghai)",10360
2016 52,North,"Municipalities (Tianjin, Shanghai)",10540
2017 01,North,"Municipalities (Tianjin, Shanghai)",10700
2017 02,North,"Municipalities (Tianjin, Shanghai)",10630
2017 03,North,"Municipalities (Tianjin, Shanghai)",10540
2017 04,North,"Municipalities (Tianjin, Shanghai)",10190
2017 05,North,"Municipalities (Tianjin, Shanghai)",10670
2017 06,North,"Municipalities (Tianjin, Shanghai)",10430
2017 07,North,"Municipalities (Tianjin, Shanghai)",10580
2017 08,North,"Municipalities (Tianjin, Shanghai)",10710
2017 09,North,"Municipalities (Tianjin, Shanghai)",10920
2017 10,North,"Municipalities (Tianjin, Shanghai)",11570
2017 11,North,"Municipalities (Tianjin, Shanghai)",11500
2017 12,North,"Municipalities (Tianjin, Shanghai)",11730
2017 13,North,"Municipalities (Tianjin, Shanghai)",11750
2017 14,North,"Municipalities (Tianjin, Shanghai)",11550
2017 15,North,"Municipalities (Tianjin, Shanghai)",11350
2017 16,North,"Municipalities (Tianjin, Shanghai)",11350
2017 17,North,"Municipalities (Tianjin, Shanghai)",11640
2017 18,North,"Municipalities (Tianjin, Shanghai)",12560
2017 19,North,"Municipalities (Tianjin, Shanghai)",12430
2017 20,North,"Municipalities (Tianjin, Shanghai)",12540
2017 21,North,"Municipalities (Tianjin, Shanghai)",12520
2017 22,North,"Municipalities (Tianjin, Shanghai)",11700
2017 23,North,"Municipalities (Tianjin, Shanghai)",11040
2017 24,North,"Municipalities (Tianjin, Shanghai)",10660
2017 25,North,"Municipalities (Tianjin, Shanghai)",10100
2017 26,North,"Municipalities (Tianjin, Shanghai)",9910
2017 27,North,"Municipalities (Tianjin, Shanghai)",9950
2017 28,North,"Municipalities (Tianjin, Shanghai)",9760
2017 29,North,"Municipalities (Tianjin, Shanghai)",10300
2017 30,North,"Municipalities (Tianjin, Shanghai)",10480
2017 31,North,"Municipalities (Tianjin, Shanghai)",10180
2017 32,North,"Municipalities (Tianjin, Shanghai)",10120
2017 33,North,"Municipalities (Tianjin, Shanghai)",10070
2017 34,North,"Municipalities (Tianjin, Shanghai)",10390
2017 35,North,"Municipalities (Tianjin, Shanghai)",10470
2017 36,North,"Municipalities (Tianjin, Shanghai)",10690
2017 37,North,"Municipalities (Tianjin, Shanghai)",10260
2017 38,North,"Municipalities (Tianjin, Shanghai)",10170
2017 39,North,"Municipalities (Tianjin, Shanghai)",10330
2017 40,North,"Municipalities (Tianjin, Shanghai)",10270
2017 41,North,"Municipalities (Tianjin, Shanghai)",10270
2017 42,North,"Municipalities (Tianjin, Shanghai)",10410
2017 43,North,"Municipalities (Tianjin, Shanghai)",10970
2017 44,North,"Municipalities (Tianjin, Shanghai)",11030
2017 45,North,"Municipalities (Tianjin, Shanghai)",11170
2017 46,North,"Municipalities (Tianjin, Shanghai)",11000
2017 47,North,"Municipalities (Tianjin, Shanghai)",11350
2017 48,North,"Municipalities (Tianjin, Shanghai)",11410
2017 49,North,"Municipalities (Tianjin, Shanghai)",11100
2017 50,North,"Municipalities (Tianjin, Shanghai)",11330
2017 51,North,"Municipalities (Tianjin, Shanghai)",11440
2017 52,North,"Municipalities (Tianjin, Shanghai)",11460
2018 01,North,"Municipalities (Tianjin, Shanghai)",11580
2018 02,North,"Municipalities (Tianjin, Shanghai)",11460
2018 03,North,"Municipalities (Tianjin, Shanghai)",11580
2018 04,North,"Municipalities (Tianjin, Shanghai)",11250
2018 05,North,"Municipalities (Tianjin, Shanghai)",10950
2018 06,North,"Municipalities (Tianjin, Shanghai)",10800
2018 07,North,"Municipalities (Tianjin, Shanghai)",11100
2018 08,North,"Municipalities (Tianjin, Shanghai)",11100
2018 09,North,"Municipalities (Tianjin, Shanghai)",11020
2018 10,North,"Municipalities (Tianjin, Shanghai)",10930
2018 11,North,"Municipalities (Tianjin, Shanghai)",11060
2018 12,North,"Municipalities (Tianjin, Shanghai)",11070
2018 13,North,"Municipalities (Tianjin, Shanghai)",10900
2018 14,North,"Municipalities (Tianjin, Shanghai)",10890
2018 15,North,"Municipalities (Tianjin, Shanghai)",10890
2018 16,North,"Municipalities (Tianjin, Shanghai)",10830
2018 17,North,"Municipalities (Tianjin, Shanghai)",10690
2018 18,North,"Municipalities (Tianjin, Shanghai)",10650
2018 19,North,"Municipalities (Tianjin, Shanghai)",10710
2018 20,North,"Municipalities (Tianjin, Shanghai)",10710
2018 21,North,"Municipalities (Tianjin, Shanghai)",10800
2018 22,North,"Municipalities (Tianjin, Shanghai)",10950
2018 23,North,"Municipalities (Tianjin, Shanghai)",10640
2018 24,North,"Municipalities (Tianjin, Shanghai)",10840
2018 25,North,"Municipalities (Tianjin, Shanghai)",10830
2018 26,North,"Municipalities (Tianjin, Shanghai)",10920
2018 27,North,"Municipalities (Tianjin, Shanghai)",10750
2018 28,North,"Municipalities (Tianjin, Shanghai)",10990
2018 29,North,"Municipalities (Tianjin, Shanghai)",11000
2018 30,North,"Municipalities (Tianjin, Shanghai)",11160
2018 31,North,"Municipalities (Tianjin, Shanghai)",11070
2018 32,North,"Municipalities (Tianjin, Shanghai)",11440
2018 33,North,"Municipalities (Tianjin, Shanghai)",11440
2018 34,North,"Municipalities (Tianjin, Shanghai)",11140
2018 35,North,"Municipalities (Tianjin, Shanghai)",11140
2018 36,North,"Municipalities (Tianjin, Shanghai)",11090
2018 37,North,"Municipalities (Tianjin, Shanghai)",11100
2018 38,North,"Municipalities (Tianjin, Shanghai)",11050
2018 39,North,"Municipalities (Tianjin, Shanghai)",10880
2018 40,North,"Municipalities (Tianjin, Shanghai)",10880
2018 41,North,"Municipalities (Tianjin, Shanghai)",10870
2018 42,North,"Municipalities (Tianjin, Shanghai)",10870
2018 43,North,"Municipalities (Tianjin, Shanghai)",11080
2018 44,North,"Municipalities (Tianjin, Shanghai)",11250
2018 45,North,"Municipalities (Tianjin, Shanghai)",11220
2018 46,North,"Municipalities (Tianjin, Shanghai)",11230
2018 47,North,"Municipalities (Tianjin, Shanghai)",11210
2018 48,North,"Municipalities (Tianjin, Shanghai)",11210
2018 49,North,"Municipalities (Tianjin, Shanghai)",11160
2018 50,North,"Municipalities (Tianjin, Shanghai)",11300
2018 51,North,"Municipalities (Tianjin, Shanghai)",11110
2018 52,North,"Municipalities (Tianjin, Shanghai)",11140
2019 01,North,"Municipalities (Tianjin, Shanghai)",11100
2019 02,North,"Municipalities (Tianjin, Shanghai)",10990
2019 03,North,"Municipalities (Tianjin, Shanghai)",10950
2019 04,North,"Municipalities (Tianjin, Shanghai)",11180
2019 05,North,"Municipalities (Tianjin, Shanghai)",10910
2019 06,North,"Municipalities (Tianjin, Shanghai)",11110
2019 07,North,"Municipalities (Tianjin, Shanghai)",11110
2019 08,North,"Municipalities (Tianjin, Shanghai)",11150
2019 09,North,"Municipalities (Tianjin, Shanghai)",11260
2019 10,North,"Municipalities (Tianjin, Shanghai)",11260
2019 11,North,"Municipalities (Tianjin, Shanghai)",10950
2019 12,North,"Municipalities (Tianjin, Shanghai)",10930
2019 13,North,"Municipalities (Tianjin, Shanghai)",10560
2019 14,North,"Municipalities (Tianjin, Shanghai)",10630
2019 15,North,"Municipalities (Tianjin, Shanghai)",10190
2019 16,North,"Municipalities (Tianjin, Shanghai)",9750
2019 17,North,"Municipalities (Tianjin, Shanghai)",9920
2019 18,North,"Municipalities (Tianjin, Shanghai)",9700
2019 19,North,"Municipalities (Tianjin, Shanghai)",9750
2019 20,North,"Municipalities (Tianjin, Shanghai)",9700
2019 21,North,"Municipalities (Tianjin, Shanghai)",8900
2019 22,North,"Municipalities (Tianjin, Shanghai)",8510
2019 23,North,"Municipalities (Tianjin, Shanghai)",9150
2019 24,North,"Municipalities (Tianjin, Shanghai)",9000
2019 25,North,"Municipalities (Tianjin, Shanghai)",9130
2019 26,North,"Municipalities (Tianjin, Shanghai)",8990
2019 27,North,"Municipalities (Tianjin, Shanghai)",8940
2019 28,North,"Municipalities (Tianjin, Shanghai)",7980
2019 29,North,"Municipalities (Tianjin, Shanghai)",8010
2019 30,North,"Municipalities (Tianjin, Shanghai)",7590
2019 31,North,"Municipalities (Tianjin, Shanghai)",7770
2019 32,North,"Municipalities (Tianjin, Shanghai)",7860
2019 33,North,"Municipalities (Tianjin, Shanghai)",7840
2019 34,North,"Municipalities (Tianjin, Shanghai)",8210
2019 35,North,"Municipalities (Tianjin, Shanghai)",8130
2019 36,North,"Municipalities (Tianjin, Shanghai)",8060
2019 37,North,"Municipalities (Tianjin, Shanghai)",8190
2019 38,North,"Municipalities (Tianjin, Shanghai)",8210
2019 39,North,"Municipalities (Tianjin, Shanghai)",7380
2019 40,North,"Municipalities (Tianjin, Shanghai)",8440
2019 41,North,"Municipalities (Tianjin, Shanghai)",8440
2019 42,North,"Municipalities (Tianjin, Shanghai)",8380
2019 43,North,"Municipalities (Tianjin, Shanghai)",7930
2019 44,North,"Municipalities (Tianjin, Shanghai)",8160
2019 45,North,"Municipalities (Tianjin, Shanghai)",8730
2019 46,North,"Municipalities (Tianjin, Shanghai)",8600
2019 47,North,"Municipalities (Tianjin, Shanghai)",9310
2019 48,North,"Municipalities (Tianjin, Shanghai)",9610
2019 49,North,"Municipalities (Tianjin, Shanghai)",10040
2019 50,North,"Municipalities (Tianjin, Shanghai)",10480
2019 51,North,"Municipalities (Tianjin, Shanghai)",10920
2019 52,North,"Municipalities (Tianjin, Shanghai)",10420
2020 01,North,"Municipalities (Tianjin, Shanghai)",10250
2020 02,North,"Municipalities (Tianjin, Shanghai)",10450
2020 03,North,"Municipalities (Tianjin, Shanghai)",10440
2020 04,North,"Municipalities (Tianjin, Shanghai)",10050
2020 05,North,"Municipalities (Tianjin, Shanghai)",10360
2020 06,North,"Municipalities (Tianjin, Shanghai)",10360
2020 07,North,"Municipalities (Tianjin, Shanghai)",9880
2020 08,North,"Municipalities (Tianjin, Shanghai)",9880
2020 09,North,"Municipalities (Tianjin, Shanghai)",9470
2020 10,North,"Municipalities (Tianjin, Shanghai)",9410
2020 11,North,"Municipalities (Tianjin, Shanghai)",9150
2020 12,North,"Municipalities (Tianjin, Shanghai)",8330
2020 13,North,"Municipalities (Tianjin, Shanghai)",8540
2020 14,North,"Municipalities (Tianjin, Shanghai)",7980
2020 15,North,"Municipalities (Tianjin, Shanghai)",8370
2020 16,North,"Municipalities (Tianjin, Shanghai)",8480
2020 17,North,"Municipalities (Tianjin, Shanghai)",8700
2020 18,North,"Municipalities (Tianjin, Shanghai)",8090
2020 19,North,"Municipalities (Tianjin, Shanghai)",7780
2020 20,North,"Municipalities (Tianjin, Shanghai)",7380
2020 21,North,"Municipalities (Tianjin, Shanghai)",7110
2020 22,North,"Municipalities (Tianjin, Shanghai)",7060
2020 23,North,"Municipalities (Tianjin, Shanghai)",6880
2020 24,North,"Municipalities (Tianjin, Shanghai)",6620
2020 25,North,"Municipalities (Tianjin, Shanghai)",6930
2020 26,North,"Municipalities (Tianjin, Shanghai)",7280
2020 27,North,"Municipalities (Tianjin, Shanghai)",7460
2020 28,North,"Municipalities (Tianjin, Shanghai)",7800
2020 29,North,"Municipalities (Tianjin, Shanghai)",7500
2020 30,North,"Municipalities (Tianjin, Shanghai)",7510
2020 31,North,"Municipalities (Tianjin, Shanghai)",7650
2020 32,North,"Municipalities (Tianjin, Shanghai)",7940
2020 33,North,"Municipalities (Tianjin, Shanghai)",8240
2020 34,North,"Municipalities (Tianjin, Shanghai)",8340
2020 35,North,"Municipalities (Tianjin, Shanghai)",8210
2020 36,North,"Municipalities (Tianjin, Shanghai)",8310
2020 37,North,"Municipalities (Tianjin, Shanghai)",8580
2020 38,North,"Municipalities (Tianjin, Shanghai)",8980
2020 39,North,"Municipalities (Tianjin, Shanghai)",9100
2020 40,North,"Municipalities (Tianjin, Shanghai)",9100
2020 41,North,"Municipalities (Tianjin, Shanghai)",9220
2020 42,North,"Municipalities (Tianjin, Shanghai)",9220
2020 43,North,"Municipalities (Tianjin, Shanghai)",8980
2020 44,North,"Municipalities (Tianjin, Shanghai)",9200
2020 45,North,"Municipalities (Tianjin, Shanghai)",9450
2020 46,North,"Municipalities (Tianjin, Shanghai)",9970
2020 47,North,"Municipalities (Tianjin, Shanghai)",9690
2020 48,North,"Municipalities (Tianjin, Shanghai)",9950
2020 49,North,"Municipalities (Tianjin, Shanghai)",10110
2020 50,North,"Municipalities (Tianjin, Shanghai)",9810
2020 51,North,"Municipalities (Tianjin, Shanghai)",9770
2020 52,North,"Municipalities (Tianjin, Shanghai)",9730
2020 53,North,"Municipalities (Tianjin, Shanghai)",9480
2021 01,North,"Municipalities (Tianjin, Shanghai)",8700
2021 02,North,"Municipalities (Tianjin, Shanghai)",8780
2021 03,North,"Municipalities (Tianjin, Shanghai)",9250
2021 04,North,"Municipalities (Tianjin, Shanghai)",9650
2021 05,North,"Municipalities (Tianjin, Shanghai)",9700
2021 06,North,"Municipalities (Tianjin, Shanghai)",9150
2021 07,North,"Municipalities (Tianjin, Shanghai)",9150
2021 08,North,"Municipalities (Tianjin, Shanghai)",9250
2021 09,North,"Municipalities (Tianjin, Shanghai)",9400
2021 10,North,"Municipalities (Tianjin, Shanghai)",9070
2021 11,North,"Municipalities (Tianjin, Shanghai)",8770
2021 12,North,"Municipalities (Tianjin, Shanghai)",8840
2021 13,North,"Municipalities (Tianjin, Shanghai)",8890
2021 14,North,"Municipalities (Tianjin, Shanghai)",8620
2021 15,North,"Municipalities (Tianjin, Shanghai)",8720
2021 16,North,"Municipalities (Tianjin, Shanghai)",8520
2021 17,North,"Municipalities (Tianjin, Shanghai)",8300
2021 18,North,"Municipalities (Tianjin, Shanghai)",8450
2021 19,North,"Municipalities (Tianjin, Shanghai)",8200
2021 20,North,"Municipalities (Tianjin, Shanghai)",8400
2021 21,North,"Municipalities (Tianjin, Shanghai)",8900
2021 22,North,"Municipalities (Tianjin, Shanghai)",9420
2021 23,North,"Municipalities (Tianjin, Shanghai)",10200
2021 24,North,"Municipalities (Tianjin, Shanghai)",10580
2021 25,North,"Municipalities (Tianjin, Shanghai)",10480
2021 26,North,"Municipalities (Tianjin, Shanghai)",11080
2021 27,North,"Municipalities (Tianjin, Shanghai)",11180
2021 28,North,"Municipalities (Tianjin, Shanghai)",11250
2021 29,North,"Municipalities (Tianjin, Shanghai)",11200
2021 30,North,"Municipalities (Tianjin, Shanghai)",11150
2021 31,North,"Municipalities (Tianjin, Shanghai)",10950
2021 32,North,"Municipalities (Tianjin, Shanghai)",10500
2021 33,North,"Municipalities (Tianjin, Shanghai)",10120
2021 34,North,"Municipalities (Tianjin, Shanghai)",10300
2021 35,North,"Municipalities (Tianjin, Shanghai)",10500
2021 36,North,"Municipalities (Tianjin, Shanghai)",10600
2021 37,North,"Municipalities (Tianjin, Shanghai)",10280
2021 38,North,"Municipalities (Tianjin, Shanghai)",10020
2021 39,North,"Municipalities (Tianjin, Shanghai)",10150
2021 40,North,"Municipalities (Tianjin, Shanghai)",10350
2021 41,North,"Municipalities (Tianjin, Shanghai)",10400
2021 42,North,"Municipalities (Tianjin, Shanghai)",10580
2021 43,North,"Municipalities (Tianjin, Shanghai)",10250
2021 44,North,"Municipalities (Tianjin, Shanghai)",10600
2021 45,North,"Municipalities (Tianjin, Shanghai)",10850
2021 46,North,"Municipalities (Tianjin, Shanghai)",11120
2021 47,North,"Municipalities (Tianjin, Shanghai)",10850
2021 48,North,"Municipalities (Tianjin, Shanghai)",11300
2021 49,North,"Municipalities (Tianjin, Shanghai)",11200
2021 50,North,"Municipalities (Tianjin, Shanghai)",11080
2021 51,North,"Municipalities (Tianjin, Shanghai)",11700
2021 52,North,"Municipalities (Tianjin, Shanghai)",12050
2022 01,North,"Municipalities (Tianjin, Shanghai)",12400
2022 02,North,"Municipalities (Tianjin, Shanghai)",12520
2022 03,North,"Municipalities (Tianjin, Shanghai)",12300
2022 04,North,"Municipalities (Tianjin, Shanghai)",12200
2022 05,North,"Municipalities (Tianjin, Shanghai)",12800
2022 06,North,"Municipalities (Tianjin, Shanghai)",12930
2022 07,North,"Municipalities (Tianjin, Shanghai)",12730
2022 08,North,"Municipalities (Tianjin, Shanghai)",12160
2022 09,North,"Municipalities (Tianjin, Shanghai)",11320
2022 10,North,"Municipalities (Tianjin, Shanghai)",11520
2022 11,North,"Municipalities (Tianjin, Shanghai)",11220
2022 12,North,"Municipalities (Tianjin, Shanghai)",10920
2022 13,North,"Municipalities (Tianjin, Shanghai)",10300
2022 14,North,"Municipalities (Tianjin, Shanghai)",10120
2022 15,North,"Municipalities (Tianjin, Shanghai)",9920
2022 16,North,"Municipalities (Tianjin, Shanghai)",10020
2022 17,North,"Municipalities (Tianjin, Shanghai)",9650
2022 18,North,"Municipalities (Tianjin, Shanghai)",9950
2022 19,North,"Municipalities (Tianjin, Shanghai)",10150
2022 20,North,"Municipalities (Tianjin, Shanghai)",10300
2022 21,North,"Municipalities (Tianjin, Shanghai)",10100
2022 22,North,"Municipalities (Tianjin, Shanghai)",9750
2022 23,North,"Municipalities (Tianjin, Shanghai)",9350
2022 24,North,"Municipalities (Tianjin, Shanghai)",9100
2022 25,North,"Municipalities (Tianjin, Shanghai)",9000
2022 26,North,"Municipalities (Tianjin, Shanghai)",9480
2022 27,North,"Municipalities (Tianjin, Shanghai)",9880
2022 28,North,"Municipalities (Tianjin, Shanghai)",9950
2022 29,North,"Municipalities (Tianjin, Shanghai)",9890
2022 30,North,"Municipalities (Tianjin, Shanghai)",10280
2022 31,North,"Municipalities (Tianjin, Shanghai)",10400
2022 32,North,"Municipalities (Tianjin, Shanghai)",10470
2022 33,North,"Municipalities (Tianjin, Shanghai)",10570
2022 34,North,"Municipalities (Tianjin, Shanghai)",10550
2022 35,North,"Municipalities (Tianjin, Shanghai)",10620
2022 36,North,"Municipalities (Tianjin, Shanghai)",10570
2022 37,North,"Municipalities (Tianjin, Shanghai)",10270
2022 38,North,"Municipalities (Tianjin, Shanghai)",10450
2022 39,North,"Municipalities (Tianjin, Shanghai)",10280
2022 40,North,"Municipalities (Tianjin, Shanghai)",10460
2022 41,North,"Municipalities (Tianjin, Shanghai)",10610
2022 42,North,"Municipalities (Tianjin, Shanghai)",10280
2022 43,North,"Municipalities (Tianjin, Shanghai)",10100
2022 44,North,"Municipalities (Tianjin, Shanghai)",10400
2022 45,North,"Municipalities (Tianjin, Shanghai)",10200
2022 46,North,"Municipalities (Tianjin, Shanghai)",9580
2022 47,North,"Municipalities (Tianjin, Shanghai)",9220
2022 48,North,"Municipalities (Tianjin, Shanghai)",8820
2022 49,North,"Municipalities (Tianjin, Shanghai)",9050
2022 50,North,"Municipalities (Tianjin, Shanghai)",9350
2022 51,North,"Municipalities (Tianjin, Shanghai)",9450
2022 52,North,"Municipalities (Tianjin, Shanghai)",10020
2023 01,North,"Municipalities (Tianjin, Shanghai)",10480
2023 02,North,"Municipalities (Tianjin, Shanghai)",10800
2023 03,North,"Municipalities (Tianjin, Shanghai)",10750
2023 04,North,"Municipalities (Tianjin, Shanghai)",10900
2023 05,North,"Municipalities (Tianjin, Shanghai)",11450
2023 06,North,"Municipalities (Tianjin, Shanghai)",11900
2023 07,North,"Municipalities (Tianjin, Shanghai)",11950
2023 08,North,"Municipalities (Tianjin, Shanghai)",12220
2023 09,North,"Municipalities (Tianjin, Shanghai)",11700
2023 10,North,"Municipalities (Tianjin, Shanghai)",10600
2023 11,North,"Municipalities (Tianjin, Shanghai)",10200
2023 12,North,"Municipalities (Tianjin, Shanghai)",9960
2023 13,North,"Municipalities (Tianjin, Shanghai)",9820
2023 14,North,"Municipalities (Tianjin, Shanghai)",9300
2023 15,North,"Municipalities (Tianjin, Shanghai)",8920
2023 16,North,"Municipalities (Tianjin, Shanghai)",9300
2023 17,North,"Municipalities (Tianjin, Shanghai)",9299
2015 01,Central,Shandong,28640
2015 02,Central,Shandong,28460
2015 03,Central,Shandong,29170
2015 04,Central,Shandong,29650
2015 05,Central,Shandong,30390
2015 06,Central,Shandong,29870
2015 07,Central,Shandong,30330
2015 08,Central,Shandong,30110
2015 09,Central,Shandong,30110
2015 10,Central,Shandong,30600
2015 11,Central,Shandong,30050
2015 12,Central,Shandong,29820
2015 13,Central,Shandong,30270
2015 14,Central,Shandong,30240
2015 15,Central,Shandong,29620
2015 16,Central,Shandong,29740
2015 17,Central,Shandong,29510
2015 18,Central,Shandong,28490
2015 19,Central,Shandong,27320
2015 20,Central,Shandong,27290
2015 21,Central,Shandong,29850
2015 22,Central,Shandong,28060
2015 23,Central,Shandong,27070
2015 24,Central,Shandong,25650
2015 25,Central,Shandong,24570
2015 26,Central,Shandong,22450
2015 27,Central,Shandong,23230
2015 28,Central,Shandong,23110
2015 29,Central,Shandong,23300
2015 30,Central,Shandong,25080
2015 31,Central,Shandong,25540
2015 32,Central,Shandong,24600
2015 33,Central,Shandong,24370
2015 34,Central,Shandong,24220
2015 35,Central,Shandong,24610
2015 36,Central,Shandong,24400
2015 37,Central,Shandong,23970
2015 38,Central,Shandong,24270
2015 39,Central,Shandong,24850
2015 40,Central,Shandong,23340
2015 41,Central,Shandong,23340
2015 42,Central,Shandong,26450
2015 43,Central,Shandong,26450
2015 44,Central,Shandong,27240
2015 45,Central,Shandong,24410
2015 46,Central,Shandong,27970
2015 47,Central,Shandong,27320
2015 48,Central,Shandong,27540
2015 49,Central,Shandong,28790
2015 50,Central,Shandong,29740
2015 51,Central,Shandong,31450
2015 52,Central,Shandong,31560
2015 53,Central,Shandong,32450
2016 01,Central,Shandong,31820
2016 02,Central,Shandong,32580
2016 03,Central,Shandong,32960
2016 04,Central,Shandong,31820
2016 05,Central,Shandong,30670
2016 06,Central,Shandong,29930
2016 07,Central,Shandong,29490
2016 08,Central,Shandong,28430
